"39%","XP (before v21.0)","XP","Puzzle_ID:Puzzle_name","Author","Size","Category 1","Category 2","Puzzle type","Added"
"","4150","3804","[#184542:Kimetsu]","satosa","80x70","Anime","","","834"
"","3529","3235","[#185586:Ivy]","K0rv0","80x80","Anime","","","835"
"","3375","3375","[#186789:Apple]","K0rv0","80x80","Plants","","","836"
"","3233","3233","[#147872:Albert Einstein]","Dimsum","70x80","People","Photorealism","","837"
"","3258","3258","[#162264:Crush]","Dracob","80x70","Cartoon","Fish","","838"
"","3719","3409","[#127306:Roses]","Claireskee","70x80","Flowers","","","839"
"","3080","3080","[#167840:Kitten]","El'ka","75x80","Cats","","","840"
"","3135","3135","[#196469:Pokemon Fusion]","FuryBreaker","78x80","Video","Super","None","841"
"","3234","3234","[#9668:The one ring]","Aurelia Riddle","80x70","Fantasy","Clothes","","842"
"","3598","3598","[#45920:Hulkbuster Suit]","Spike","70x80","Super","","","843"
"","3250","2979","[#61924:Sailor Moon]","KOPOJIb","63x80","Anime","","","844"
"","3327","3327","[#114333:Tawny Owl]","Dogiuks","80x70","Birds","","","845"
"","3660","3355","[#37112:Flower]","Jade18","80x80","Flowers","","","846"
"","3158","3158","[#154226:Colored squares]","Pechnikova_82","80x80","Designs","","","847"
"","3203","2956","[#147194:Watermelon]","the agreste","77x70","Plants","Food","","848"
"","3110","2871","[#78975:Sayaka Maizono]","Rimoluna","80x80","Anime","Video","","849"
"","3047","2813","[#196876:Kavinsky]","Daft_Bat_Punk","80x80","People","Music","","850"
"","3530","3530","[#156396:Story of a pirate 9]","Kptn","75x70","Photorealism","Objects","","851"
"","4506","4159","[#39324:Blue Tit]","Bramati","66x80","Birds","","","852"
"","3307","3307","[#88707:Chain]","Alexroma5","65x80","Photorealism","Symbols","","853"
"","3558","3261","[#172697:Folk art 10: Mexico]","aging69","72x70","Birds","Around","","854"
"","3639","3359","[#99160:Tarma(cut)(Metal Slug 2 & X & 3)]","guiroliang","64x80","Video","People","","855"
"","3448","3161","[#94631:Knights - 9]","Schaetzli","74x70","Fantasy","Unreal","","856"
"","3638","3335","[#166671:mirror]","zpxo","61x80","People","Photorealism","","857"
"","3676","3370","[#147510:Hraesvelgr FFXIV]","Chardon","55x80","Dragons","","","858"
"","3303","3028","[#157453:Tree frog close up]","RNKT16","57x80","Fish","","","859"
"","4464","4092","[#197226:Ivy]","Rosali","80x80","Flowers","","","860"
"","3914","3914","[#197313:flowering shrub]","Rosali","80x80","Flowers","","","861"
"","3429","3165","[#181648:XTale]","carlos01","79x80","Video","Unreal","","862"
"","3381","3121","[#173542:Ornithoptera alexandrae (butterfly)_1(2)]","akjaZ","71x58","Insects","Photorealism","","863"
"","3246","2976","[#46161:The Joker]","Dr._F.E.A.R.","67x80","Cartoon","Super","","864"
"","3868","3868","[#196840:Zekcuno]","Hyperion914","79x80","Video","Super","","865"
"","3144","2882","[#178730:block and flower]","Jir","80x80","Flowers","","","866"
"","3015","2783","[#171181:Deep deliriousness]","Mushroom-World","80x80","Unreal","Twilight","","867"
"","3010","2779","[#74859:UFOs over the city]","LuErdmann","80x80","Fiction","Houses","","868"
"","3600","3323","[#34224:Tree]","zubo","80x80","Plants","","","869"
"","3191","3191","[#144931:Yamato(ONE PIECE)]","ryutaros0419","80x80","Anime","","","870"
"","3074","3074","[#151719:Blue squares]","Nomase","80x80","Designs","","","871"
"","3149","3149","[#159827:Phyllium bioculatum]","Schaetzli","80x80","Insects","","","872"
"","3556","3556","[#190420:Rick]","Late555","80x80","Movies","People","","873"
"","3410","3126","[#197430:A River Runs Through It]","ScintillantB","80x80","Nature","","","874"
"","3048","3048","[#191781:Pokemon Fusion]","Charly4598","75x80","Video","Super","","875"
"","3014","3014","[#161804:Flash]","Late555","80x80","Cartoon","Super","","876"
"","3088","2831","[#162470:Vintage Circus Clown 2]","kristin1973","78x80","People","","","877"
"","3279","3027","[#62966:Connected Buildings]","Tirolesa","80x80","Houses","","","878"
"","3244","2995","[#187731:Big toad]","K3915","80x80","Unreal","Japan","","879"
"","3112","3112","[#197585:Bestiarii 4-3]","wergos","80x80","Fiction","Unreal","","880"
"","3056","3056","[#122693:Green]","Cheyenne 63719","80x80","Designs","","","881"
"","3054","3054","[#163300:Squares CLXIII]","Urszula","80x80","Designs","","","882"
"","3060","3060","[#152773:Little squares]","Nomase","80x80","Designs","","","883"
"","3750","3750","[#176422:Etoile]","isadus","79x79","Space","","None","884"
"","3499","3499","[#161650:Zenit FC]","Chunya91","80x80","Symbols","Sport","","885"
"","3593","3593","[#134923:Mushrooms or not 4]","Osoca","80x75","Plants","Painting","","886"
"","3668","3668","[#187562:Garden 6]","aging69","80x80","Flowers","","","887"
"","3829","3510","[#187224:qilin]","K3915","80x80","Fantasy","Unreal","","888"
"","3009","3009","[#197816:Wedding day]","nanigram","80x80","Kawaii","Love","","889"
"","3076","3076","[#149908:Pronghorn Antelope]","Mike1955","80x80","Animals","","","890"
"","3096","3096","[#134754:Dyed headphones]","Osoca","72x80","Painting","Music","","891"
"","3052","3052","[#38737:Grapes (Gala)]","Alexroma5","80x80","Plants","","","892"
"","3064","3064","[#139836:Slice of the Sea 5]","Osoca","65x75","Fish","","","893"
"","4137","3818","[#197851:Rainy day toad]","nanigram","80x80","Fish","Nature","","894"
"","3439","3175","[#186596:One-eyed demon riding a headless horse]","K3915","80x80","Unreal","Japan","","895"
"","3351","3351","[#89551:Donald Duck]","Dracob","75x80","Cartoon","Birds","","896"
"","3125","3125","[#197510:The Last of Us (TV)]","Late555","80x80","Movies","Video","","897"
"","3004","3004","[#128876:Seal point siamese]","Claireskee","75x70","Cats","","","898"
"","3094","2836","[#145163:Glaucus atlanticus]","NITORI","77x71","Fish","","","899"
"","3406","3406","[#197898:Ghibli - The Boy and the Heron]","ayakasumiria","80x80","Anime","Unreal","","900"
"","3233","3233","[#185658:the god of warriors]","K3915","80x80","Fantasy","History","","901"
"","3629","3629","[#90984:Nermal]","Dracob","80x80","Cartoon","Cats","","902"
"","3045","3045","[#94629:Knights - 7]","Schaetzli","80x80","Fantasy","Unreal","None","903"
"","3323","3046","[#186382:giant rat]","K3915","80x80","Unreal","Japan","","904"
"","3367","3367","[#186571:Chalet in the snow]","K0rv0","80x80","Nature","Houses","","905"
"","3304","3029","[#186783:Lion]","Mahla","80x80","Animals","Photorealism","","906"
"","3392","3392","[#180661:death]","K3915","80x80","Fantasy","Unreal","","907"
"","3205","2938","[#187004:Kimetsu]","satosa","80x70","Anime","","","908"
"","3149","3149","[#197511:The Last of Us (TV)]","Late555","80x80","Movies","Video","","909"
"","3158","3158","[#186054:Folk art 28: European]","aging69","80x80","Designs","Around","","910"
"","3222","2954","[#186067:Hold the cheeks]","K0rv0","80x80","People","","","911"
"","3834","3539","[#185921:the god ofwisdom]","K3915","80x80","Fantasy","History","","912"
"","3719","3719","[#197618:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","913"
"","3453","3165","[#184991:Pikachu]","K0rv0","80x80","Kawaii","","","914"
"","3209","2962","[#185515:the god of longevity]","K3915","80x80","Fantasy","History","","915"
"","3507","3238","[#197940:my shoe from AliExpress]","InannaAika","80x80","Clothes","","","916"
"","3295","3295","[#124370:Genshin Impact]","lika_ka_13","80x80","Video","","","917"
"","3184","3184","[#197827:United Kingdom (UK)]","tree_of_oak","80x80","Flags","","","918"
"","3395","3112","[#184757:dog & monkey & pheasant]","K3915","80x80","Fantasy","Animals","","919"
"","3488","3220","[#184250:acrobatic raccoon]","K3915","80x80","Fantasy","Japan","","920"
"","3461","3461","[#24063:Serpent Tempter]","belko61","80x75","Unreal","","","921"
"","3592","3292","[#184504:old lady snake charmer]","K3915","80x80","Unreal","Japan","","922"
"","3598","3322","[#184430:heavenly maiden]","K3915","80x80","Fantasy","Unreal","","923"
"","3012","3012","[#178173:Mio]","ohihi","80x80","Anime","Video","","924"
"","3107","2848","[#112989:The Last Judge(Hollow Knight Silksong)]","Jexabiel","80x80","Video","Unreal","","925"
"","3504","3504","[#197436:Hoot hoot]","ScintillantB","74x60","Birds","Photorealism","","926"
"","4005","3671","[#183303:corpse stealing cat]","K3915","80x80","Unreal","Cats","","927"
"","3012","2761","[#83604:Chess - Scholar's mate]","Rdpc4","80x80","Games","","","928"
"","3192","3192","[#197333:Drakon na cherepe (Drakony)]","Jan Kokto","75x80","Dragons","","","929"
"","3379","3097","[#184945:the god of fishing]","K3915","80x80","Fantasy","Japan","","930"
"","3824","3824","[#185018:Star 8]","Gima","80x80","Designs","","","931"
"","3359","3079","[#197764:Tattoo 2]","GHOST666999666","80x80","People","","","932"
"","3185","2920","[#197622:Joltnine]","Hyperion914","78x74","Video","Super","","933"
"","3627","3627","[#183176:eight-headed snake]","K3915","80x80","Unreal","Japan","","934"
"","3916","3615","[#183092:samurai ghost]","K3915","80x80","Unreal","Japan","","935"
"","3857","3536","[#182812:long neck]","K3915","80x80","Unreal","Japan","","936"
"","4792","4424","[#198272:Luz (from Malefic Time: Apocalypse)]","ladynovalee","80x80","People","Painting","","937"
"","3934","3934","[#181900:dragon]","K3915","80x80","Dragons","Japan","","938"
"","3590","3314","[#182232:spider woman]","K3915","80x80","Unreal","Japan","","939"
"","3123","2863","[#198169:Makoto (Persona 5)]","Kelsy320","80x80","Anime","Video","","940"
"","3099","2861","[#119651:Just eat and level up (gangminhyeog)]","sia02","80x80","Cartoon","","","941"
"","3780","3780","[#198355:Blueberry (Eat me)]","Jan Kokto","80x80","Plants","Food","","942"
"","4623","4267","[#139451:Butterfly Papilio maakii]","akjaZ","80x80","Insects","","","943"
"","3319","3064","[#141006:Colorful butterfly]","kristin1973","80x80","Insects","","","944"
"","3182","3182","[#182361:The Five Star Stories]","unico0225","80x80","Anime","Fiction","","945"
"","3130","3130","[#157302:Ariadne (Gebaude Baude)]","unico0225","80x80","Anime","Fiction","","946"
"","3265","2993","[#197612:Pokemon Fusion]","FuryBreaker","73x68","Video","Super","","947"
"","3649","3345","[#46802:Panacea]","minkimandola","80x80","Cartoon","","","948"
"","3355","3355","[#198407:Garden 9]","aging69","80x80","Flowers","Designs","","949"
"","3622","3622","[#197889:Lamborghini logo]","ladynovalee","70x80","Symbols","Transport","","950"
"","3010","3010","[#135545:Cat in the garden 15]","Monak","80x65","Cats","Flowers","","951"
"","3098","2840","[#184928:Lungs]","Ahmad Hisham","80x80","People","Music","","952"
"","3550","3254","[#145484:Woman II]","Dimsum","75x80","People","","","953"
"","3185","2920","[#166678:Mathilda]","zpxo","66x80","People","Photorealism","","954"
"","3031","3031","[#145100:Daenerys Targaryen(got)]","sami","80x79","Movies","People","","955"
"","3582","3284","[#176368:Enjoying the sunset]","Dimsum","80x80","People","Twilight","","956"
"","3089","3089","[#99065:Ren]","Dracob","80x80","Cartoon","Animals","","957"
"","3004","3004","[#103252:Balaenoptera acutorostrata]","Haggis the Rainbowsheep","80x80","Fish","","","958"
"","3411","3411","[#103247:Phataginus sp.]","Haggis the Rainbowsheep","80x80","Animals","","","959"
"","3597","3298","[#197906:Tattoo 3]","GHOST666999666","62x80","People","","","960"
"","4021","3686","[#179618:Garden 3]","aging69","80x80","Flowers","","","961"
"","3163","3163","[#139839:Golden ram]","Osoca","75x80","Animals","Painting","","962"
"","3330","3330","[#180432:Spiderman]","fixayn","80x80","Cartoon","Super","","963"
"","3609","3308","[#182462:Bhairavi, Fierce Goddess]","Anowyn","80x80","Around","History","","964"
"","3766","3452","[#75951:Fight]","Whitiger13","80x80","Video","","","965"
"","3560","3560","[#181113:Squares]","Nomase","80x80","Designs","","","966"
"","3543","3543","[#198008:Pet dragon (Dragons)]","Jan Kokto","75x80","Dragons","","","967"
"","3480","3190","[#197684:Pokemon Fusion]","FuryBreaker","80x71","Video","Super","","968"
"","4553","4203","[#198589:2016 - The Annunciation 2]","ladynovalee","80x80","People","Painting","","969"
"","3041","3041","[#57426:Dragon]","KOPOJIb","80x80","Dragons","","","970"
"","3049","3049","[#159693:Slimey shroom]","AnnaBanana","80x80","Fantasy","Plants","","971"
"","3108","3108","[#130322:Big catch]","L E B lll A","80x80","Fish","Nature","","972"
"","3235","3235","[#198055:250 - Ho-oh]","Hyperion914","80x80","Video","Super","","973"
"","3564","3267","[#198362:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","974"
"","3580","3282","[#159272:feathered tiger 2]","Osoca","80x80","Fantasy","Animals","","975"
"","3182","3182","[#159427:Halloween colors pattern]","kristin1973","80x80","Designs","","","976"
"","3164","3164","[#25722:PotC - Elizabeth Swann]","Aurelia Riddle","80x80","Movies","Pirates","","977"
"","3149","2907","[#20786:Angioletto]","Artemisia Gentilesca","78x70","Kawaii","","","978"
"","3330","3330","[#182227:Greece]","emmm","80x80","Houses","Around","","979"
"","3842","3547","[#172329:Knight 08]","WanLing","80x80","People","Nature","","980"
"","3000","2750","[#198580:Pacha]","Maniak","80x80","Cats","","","981"
"","4262","3934","[#72850:Quisqualis Indica]","minkimandola","80x70","Flowers","","","982"
"","4152","4152","[#145167:Stylized griffin]","Jan Kokto","75x80","Fantasy","Symbols","","983"
"","4035","3699","[#167113:Princess]","Alen05","80x80","Fantasy","Twilight","","984"
"","3207","3207","[#167612:Mom]","Shipidento","80x80","Flowers","People","","985"
"","3715","3715","[#198699:Dragon like a butterfly (Dragons)]","Jan Kokto","80x80","Dragons","","","986"
"","3013","3013","[#154146:Tryba]","Nikkei","80x80","Designs","","","987"
"","4382","4017","[#198369:Pokemon Fusion]","FuryBreaker","80x76","Video","Super","","988"
"","3028","3028","[#198671:Many Symbol]","ucnnzm","80x80","Designs","Symbols","","989"
"","3420","3157","[#198663:Minecraft Story Mode-Wither Storm]","Elementor9454","80x80","Video","Unreal","","990"
"","3094","3094","[#197679:Pokemon Fusion]","FuryBreaker","77x78","Video","Super","","991"
"","3967","3637","[#198842:Japanese Yokai]","Weynaz","80x80","Unreal","Japan","","992"
"","3344","3344","[#199053:shit]","ZYANKALIA","80x80","Symbols","","","993"
"","3201","3201","[#196311:Pokemon Fusion]","FuryBreaker","78x70","Video","Super","","994"
"","3040","2787","[#174430:FGO]","tellhiko","80x80","Kawaii","Anime","","995"
"","3355","3355","[#159193:Primary squares (026)]","Stillfleet","80x80","Designs","","","996"
"","3366","3366","[#199141:Iconic photos from history]","Late555","80x80","People","History","","997"
"","3065","3065","[#198752:Maria Franz]","Petrklicekk","80x80","People","Music","","998"
"","3317","3317","[#198660:Colors]","Rosali","80x80","Painting","","","999"
"","3706","3706","[#154559:Bedroom quilt]","aging69","80x80","Designs","","","1000"
"","3073","3073","[#179633:+++Squares 163]","kata57","80x80","Designs","","","1001"
"","3162","3162","[#181202:mermaid]","K3915","80x80","Fantasy","Unreal","","1002"
"","3565","3268","[#178185:Kimetsu]","satosa","80x70","Anime","","","1003"
"","3196","3196","[#199478:QS Pillow]","QueenSteffinski","80x80","Symbols","Objects","","1004"
"","3006","2755","[#199513:windwheel aster]","yay dinengdeng","80x80","Video","Flowers","","1005"
"","3348","3069","[#199593:Moustique]","Maniak","80x80","Cats","Photorealism","","1006"
"","3018","3018","[#199406:Intersection]","ozzzz","80x80","Designs","","","1007"
"","3093","3093","[#125870:Belarusian emblem ""Pahonia""]","Lysy Jan FOX","65x80","Symbols","","","1008"
"","3297","3297","[#52721:Otogi spirit agents]","Auruven","80x80","Anime","Video","","1009"
"","3435","3149","[#181010:Arctia villica]","akjaZ","76x58","Insects","Photorealism","","1010"
"","3041","3041","[#157751:Strelitzia]","Mike1955","80x80","Birds","Flowers","","1011"
"","3105","3105","[#112994:Color Skull 2.0]","skullgirl","80x80","Unreal","Painting","","1012"
"","3052","3052","[#157115:punggyeong 2]","sia02","70x80","Plants","Nature","","1013"
"","3013","3013","[#178075:12 Gigantamax Butterfree]","DGTheMii","80x80","Video","Super","","1014"
"","3164","2900","[#164639:SkullRose]","skullgirl","56x80","Flowers","","","1015"
"","4085","3745","[#197727:Dustios]","Hyperion914","80x78","Video","Super","","1016"
"","3345","3345","[#139833:Slice of the Sea 2]","Osoca","80x80","Fish","","","1017"
"","3134","3134","[#71413:Summer Day]","Zipfish","80x80","Nature","","","1018"
"","3155","3155","[#87362:Ferris Bueller]","Dracob","80x80","People","Photorealism","","1019"
"","3175","2910","[#178940:QUEEN'SBLADE]","tellhiko","80x80","Kawaii","Anime","","1020"
"","3041","3041","[#173608:Gundam Aerial]","unico0225","80x80","Anime","Fiction","","1021"
"","3659","3354","[#197614:Pokemon Fusion]","FuryBreaker","76x80","Video","Super","","1022"
"","4382","4045","[#199123:Kid the phantom theif]","kazu--","80x80","Anime","","","1023"
"","4091","4091","[#199106:Karmila and Laura]","Jan Kokto","80x80","Unreal","People","","1024"
"","5165","4768","[#199765:2005 - The Albino Princess]","ladynovalee","80x80","People","Painting","","1025"
